variant,run_id,benchmark,task_id,seed,status,success,final_reward,steps,duration_s,input_tokens,output_tokens,action_error_count,error_type,verification_count,verifications_with_signal,failure_signal_count,recovery_count,recovery_success_count,recovery_failed_count,recovery_unresolved_count,recovery_environment_actions,recovery_latency_s,blocked_action_redecision_count,replan_count,replan_success_count,replan_failed_count,replan_unresolved_count,replan_model_calls,replan_input_tokens,replan_output_tokens,replan_latency_s,reliability_extra_model_calls,reliability_extra_tokens,reliability_extra_latency_s,retry_count,retry_cycle_count,retry_success_count,retry_exhausted_count,extra_model_calls,retry_input_tokens,retry_output_tokens,retry_latency_s
A0,run-20260913T055704Z-5e3ddfb9,miniwob,choose-list,1,success,True,1.0,2,11.594,3070,98,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055716Z-eacfd2a0,miniwob,choose-list,2,success,True,1.0,1,8.859,1552,61,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055725Z-d933b1e9,miniwob,click-checkboxes,0,success,True,1.0,2,11.828,2989,70,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055737Z-b4d5d4b1,miniwob,click-checkboxes,1,success,True,1.0,5,22.86,8137,353,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055801Z-7f1a2f63,miniwob,click-checkboxes,2,success,True,1.0,2,11.734,3005,66,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055814Z-cafa8cce,miniwob,click-link,0,success,True,1.0,5,62.453,7622,9260,1,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T055917Z-82ebbf4f,miniwob,click-link,1,success,True,1.0,19,394.625,36441,47237,6,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060553Z-535b71cb,miniwob,click-link,2,failed,False,0.0,5,65.563,7559,9356,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060700Z-636e8b02,miniwob,login-user,0,success,True,1.0,3,22.453,4518,155,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060724Z-e1548c83,miniwob,login-user,1,success,True,1.0,3,23.047,4516,140,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060748Z-61ca206c,miniwob,login-user,2,success,True,1.0,3,20.109,4518,98,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060809Z-3b718b8f,miniwob,read-table,0,success,True,1.0,2,13.203,3160,119,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060823Z-d2cd520e,miniwob,read-table,1,success,True,1.0,2,11.765,3168,124,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060836Z-80063f37,miniwob,read-table,2,success,True,1.0,2,11.687,3166,133,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060848Z-eccdfdfd,miniwob,navigate-tree,0,success,True,1.0,1,13.235,1481,134,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060902Z-c55154ff,miniwob,navigate-tree,1,success,True,1.0,6,33.094,10477,1916,1,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060936Z-a31683ba,miniwob,navigate-tree,2,success,True,1.0,1,10.5,1498,135,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T060947Z-a532621c,miniwob,use-autocomplete,0,success,True,1.0,3,17.547,4481,353,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061006Z-08da8cb9,miniwob,use-autocomplete,1,success,True,1.0,3,17.438,4509,341,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061025Z-54193a08,miniwob,use-autocomplete,2,success,True,1.0,3,17.14,4507,365,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061043Z-eba262e6,miniwob,choose-date-easy,0,success,True,1.0,4,21.469,7734,367,1,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061106Z-92c9f74f,miniwob,choose-date-easy,1,success,True,1.0,4,18.328,7734,267,1,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061126Z-3404e5e9,miniwob,choose-date-easy,2,success,True,1.0,4,21.469,7734,396,1,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061148Z-d8070fe7,miniwob,order-food,0,error,False,0.0,1,187.657,0,0,0,MODEL_API_ERROR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061457Z-5b7b2dd6,miniwob,order-food,1,failed,False,0.0,3,162.344,5595,19472,0,TASK_TERMINATED,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A0,run-20260913T061741Z-137900db,miniwob,order-food,2,error,False,0.0,2,248.656,1865,3080,0,MODEL_API_ERROR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062704Z-4f002010,miniwob,click-test,0,success,True,1.0,1,19.219,1405,40,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062724Z-7da29c10,miniwob,click-test,1,success,True,1.0,1,8.344,1405,32,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062733Z-94e1086e,miniwob,click-test,2,success,True,1.0,1,10.078,1405,44,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062744Z-094eb0dc,miniwob,click-button,0,success,True,1.0,1,11.766,1449,52,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062756Z-4d49935a,miniwob,click-button,1,success,True,1.0,1,8.812,1461,54,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062806Z-a9de2ad6,miniwob,click-button,2,success,True,1.0,1,11.031,1469,41,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062817Z-a5f6be73,miniwob,enter-text,0,success,True,1.0,2,19.156,2866,114,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062837Z-d50206bb,miniwob,enter-text,1,success,True,1.0,2,12.906,2872,71,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062851Z-f7496f3c,miniwob,enter-text,2,success,True,1.0,2,15.532,2872,91,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062908Z-b2ab1758,miniwob,choose-list,0,success,True,1.0,1,8.609,1498,59,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062917Z-914acd87,miniwob,choose-list,1,success,True,1.0,2,13.36,3070,96,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062930Z-999894eb,miniwob,choose-list,2,success,True,1.0,1,8.922,1552,74,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062940Z-bd8bcda8,miniwob,click-checkboxes,0,success,True,1.0,2,13.406,2989,114,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T062954Z-d12db71d,miniwob,click-checkboxes,1,success,True,1.0,5,24.016,8137,320,0,TASK_TERMINATED,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063019Z-97bac7d2,miniwob,click-checkboxes,2,success,True,1.0,2,15.562,3005,130,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063036Z-5766731a,miniwob,click-link,0,failed,False,0.0,7,123.313,10804,17924,1,TASK_TERMINATED,7,7,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063240Z-1284fe23,miniwob,click-link,1,success,True,1.0,4,83.594,7413,11335,2,TASK_TERMINATED,4,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063405Z-37f6ddcf,miniwob,click-link,2,failed,False,0.0,3,45.75,4497,6079,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063452Z-27e0e79b,miniwob,login-user,0,success,True,1.0,3,20.454,4518,156,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063514Z-ba0bcd46,miniwob,login-user,1,success,True,1.0,3,23.656,4516,135,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063539Z-3247efb9,miniwob,login-user,2,success,True,1.0,3,14.953,4518,189,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063554Z-cb413d67,miniwob,read-table,0,success,True,1.0,2,20.453,3160,121,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063616Z-57d9af62,miniwob,read-table,1,success,True,1.0,2,17.125,3168,109,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063634Z-73ed8a41,miniwob,read-table,2,success,True,1.0,2,13.062,3166,101,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063648Z-c9267dec,miniwob,navigate-tree,0,success,True,1.0,1,9.484,1481,99,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063658Z-f655ef80,miniwob,navigate-tree,1,success,True,1.0,8,73.859,12376,4230,0,TASK_TERMINATED,8,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063813Z-4a0dfd5f,miniwob,navigate-tree,2,success,True,1.0,1,10.766,1498,53,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063824Z-cc2b6d98,miniwob,use-autocomplete,0,success,True,1.0,4,25.422,6066,775,0,TASK_TERMINATED,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063851Z-e98caa5b,miniwob,use-autocomplete,1,success,True,1.0,3,23.922,4509,420,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063916Z-537f9e15,miniwob,use-autocomplete,2,error,False,0.0,3,18.297,5942,469,1,MODEL_OUTPUT_PARSE_ERROR,2,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T063936Z-d74cfbaf,miniwob,choose-date-easy,0,success,True,1.0,4,34.046,7734,540,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T064011Z-ac0e3c5c,miniwob,choose-date-easy,1,success,True,1.0,4,30.531,7734,334,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T064043Z-43064cc9,miniwob,choose-date-easy,2,success,True,1.0,4,38.922,7734,292,1,TASK_TERMINATED,4,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T064123Z-a01117cd,miniwob,order-food,0,error,False,0.0,1,187.609,0,0,0,MODEL_API_ERROR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T064432Z-b2f4a7f8,miniwob,order-food,1,failed,False,0.0,3,164.265,5595,18033,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A1,run-20260913T064717Z-7c618fdf,miniwob,order-food,2,failed,False,0.0,3,82.297,5619,12088,0,TASK_TERMINATED,3,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T065912Z-40f17c20,miniwob,click-test,0,success,True,1.0,1,17.469,1405,51,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T065930Z-6059321a,miniwob,click-test,1,success,True,1.0,1,10.328,1405,41,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T065941Z-314c132d,miniwob,click-test,2,success,True,1.0,1,16.39,1405,45,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T065958Z-7d73441a,miniwob,click-button,0,success,True,1.0,1,9.984,1449,43,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070009Z-db216993,miniwob,click-button,1,success,True,1.0,1,10.719,1461,44,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070020Z-f0f85d9a,miniwob,click-button,2,success,True,1.0,1,10.094,1469,36,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070031Z-34e0dcf2,miniwob,enter-text,0,success,True,1.0,2,20.562,2866,67,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070053Z-54e069f5,miniwob,enter-text,1,success,True,1.0,2,15.5,2872,112,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070110Z-76020bd2,miniwob,enter-text,2,success,True,1.0,2,12.922,2872,73,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070123Z-39e02fe3,miniwob,choose-list,0,success,True,1.0,1,10.672,1498,39,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070135Z-b031e2cc,miniwob,choose-list,1,success,True,1.0,2,12.531,3070,122,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070148Z-d894babf,miniwob,choose-list,2,success,True,1.0,2,15.657,3121,134,0,TASK_TERMINATED,2,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070205Z-fd9515bb,miniwob,click-checkboxes,0,success,True,1.0,2,16.532,2989,58,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070222Z-e48937b2,miniwob,click-checkboxes,1,success,True,1.0,5,34.516,8137,328,0,TASK_TERMINATED,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070258Z-155e1022,miniwob,click-checkboxes,2,success,True,1.0,2,13.547,3005,116,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070312Z-ed46e777,miniwob,click-link,0,success,True,1.0,5,112.828,7710,17248,3,TASK_TERMINATED,5,4,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070507Z-de88768a,miniwob,click-link,1,success,True,1.0,14,290.703,28851,36222,6,TASK_TERMINATED,14,13,13,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T070959Z-1af3e1bb,miniwob,click-link,2,success,True,1.0,3,39.25,4497,3559,0,TASK_TERMINATED,3,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071039Z-32408e14,miniwob,login-user,0,success,True,1.0,3,29.187,4518,181,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071109Z-cbcc32e0,miniwob,login-user,1,success,True,1.0,3,16.718,4516,159,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071127Z-2fe9e408,miniwob,login-user,2,success,True,1.0,3,34.047,4518,154,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071203Z-108db892,miniwob,read-table,0,success,True,1.0,2,14.578,3160,146,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071218Z-eac0b4bb,miniwob,read-table,1,success,True,1.0,2,13.484,3168,134,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071232Z-c5ebf5a2,miniwob,read-table,2,success,True,1.0,2,11.25,3166,90,0,TASK_TERMINATED,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071244Z-8c3b3742,miniwob,navigate-tree,0,success,True,1.0,1,10.609,1481,92,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071255Z-289a4997,miniwob,navigate-tree,1,success,True,1.0,5,38.469,7629,2240,0,TASK_TERMINATED,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071334Z-70aba21d,miniwob,navigate-tree,2,success,True,1.0,1,8.953,1498,80,0,TASK_TERMINATED,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071344Z-5652971b,miniwob,use-autocomplete,0,success,True,1.0,3,24.906,4481,1300,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
A2,run-20260913T071410Z-38c897fc,miniwob,use-autocomplete,1,success,True,1.0,3,25.906,4509,380,0,TASK_TERMINATED,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
